dist_cnt_y1,dist_cnt_y2,dist_cnt_y3,dist_cnt,flt_nature_cnt_y1,flt_nature_cnt_y2,flt_nature_cnt_y3,flt_natrue_cnt
0,0,28705,2870.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,30444,3044.4,0,0,4,0.4
0,0,23191,2319.1,0,0,3,0.30000000000000004
24674,24674,24674,14804.4,4,4,4,2.4
29873,29873,69285,21865.0,3,3,6,2.0999999999999996
16977,16977,16977,10186.199999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
46062,46062,61341,29165.100000000002,5,5,8,3.3
0,0,58596,5859.6,0,0,8,0.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27456,27456,27456,16473.6,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,23713,2371.3,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
12646,12646,25233,8846.3,2,2,4,1.4
26750,26750,53228,18697.8,3,3,5,1.9999999999999998
0,0,15520,1552.0,0,0,2,0.2
25934,25934,25934,15560.4,2,2,2,1.2
25934,25934,25934,15560.4,2,2,2,1.2
10808,10808,21675,7571.5,1,1,2,0.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,23902,2390.2000000000003,0,0,4,0.4
27551,27551,52091,18984.6,4,4,7,2.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,27869,2786.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27713,27713,33280,17184.5,4,4,5,2.5
0,0,0,0.0,0,0,0,0.0
21675,21675,32904,14127.9,2,2,4,1.4
38868,38868,51956,24629.6,3,3,4,1.9
0,0,18647,1864.7,0,0,3,0.30000000000000004
27713,27713,56512,19507.7,4,4,8,2.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
12646,12646,25233,8846.3,2,2,4,1.4
0,0,28705,2870.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
86671,86671,225248,65860.3,17,17,62,14.7
86671,86671,225248,65860.3,17,17,62,14.7
86671,86671,225248,65860.3,17,17,62,14.7
86671,86671,225248,65860.3,17,17,62,14.7
86671,86671,225248,65860.3,17,17,62,14.7
86671,86671,225248,65860.3,17,17,62,14.7
86671,86671,225248,65860.3,17,17,62,14.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
23495,23495,23495,14097.0,3,3,3,1.7999999999999998
23495,23495,23495,14097.0,3,3,3,1.7999999999999998
0,0,0,0.0,0,0,0,0.0
33714,33714,33714,20228.399999999998,4,4,4,2.4
25934,25934,25934,15560.4,2,2,2,1.2
0,0,47384,4738.400000000001,0,0,9,0.9
0,0,47384,4738.400000000001,0,0,9,0.9
0,0,47384,4738.400000000001,0,0,9,0.9
31972,31972,31972,19183.2,4,4,4,2.4
0,0,42569,4256.900000000001,0,0,8,0.8
0,0,1415,141.5,0,0,1,0.1
0,0,26478,2647.8,0,0,2,0.2
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
2083,2083,19156,2957.1000000000004,1,1,4,0.9
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
10808,10808,10808,6484.8,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
29455,29455,29455,17673.0,4,4,4,2.4
25934,25934,52412,18208.2,2,2,4,1.4
0,0,26478,2647.8,0,0,2,0.2
6038,6038,6038,3622.7999999999997,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13088,1308.8000000000002,0,0,1,0.1
6038,6038,6038,3622.7999999999997,2,2,2,1.2
6038,6038,6038,3622.7999999999997,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
29008,29008,29008,17404.8,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,47287,4728.7,0,0,4,0.4
27193,27193,27193,16315.8,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27691,27691,27691,16614.6,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
29455,29455,29455,17673.0,4,4,4,2.4
56350,56350,72739,35448.9,7,7,10,4.5
56350,56350,72739,35448.9,7,7,10,4.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13886,1388.6000000000001,0,0,2,0.2
12934,12934,25934,9060.4,1,1,2,0.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27633,27633,54865,19303.0,3,3,6,2.0999999999999996
0,0,23976,2397.6,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,39906,3990.6000000000004,0,0,6,0.6000000000000001
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
13981,13981,25797,9570.2,4,4,6,2.6
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,62905,6290.5,0,0,15,1.5
21675,21675,79698,18807.3,2,2,12,2.2
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
27934,27934,67500,20717.0,4,4,7,2.7
25934,25934,40650,17032.0,2,2,4,1.4
0,0,36386,3638.6000000000004,0,0,4,0.4
14428,14428,14428,8656.8,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
28734,28734,57990,20166.0,4,4,8,2.8
13134,13134,37135,10280.5,2,2,5,1.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
31972,31972,31972,19183.2,4,4,4,2.4
68438,68438,113040,45522.99999999999,9,9,16,6.1
0,0,43879,4387.900000000001,0,0,4,0.4
28309,28309,59892,20143.699999999997,6,6,10,3.9999999999999996
0,0,0,0.0,0,0,0,0.0
0,0,59915,5991.5,0,0,9,0.9
0,0,59915,5991.5,0,0,9,0.9
0,0,0,0.0,0,0,0,0.0
25934,25934,52412,18208.2,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,2414,241.4,0,0,2,0.2
14661,14661,14661,8796.6,3,3,3,1.7999999999999998
0,0,0,0.0,0,0,0,0.0
0,0,29477,2947.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
3019,3019,3019,1811.3999999999999,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
29761,29761,35656,18446.1,4,4,7,2.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,32672,3267.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
2000,2000,2000,1200.0,2,2,2,1.2
0,0,73135,7313.5,0,0,8,0.8
11831,11831,47034,10618.9,2,2,8,1.8
11831,11831,47034,10618.9,2,2,8,1.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
30529,30529,30529,18317.399999999998,4,4,4,2.4
0,0,28550,2855.0,0,0,4,0.4
56486,56486,181384,46381.4,8,8,37,7.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,3810,381.0,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29477,2947.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
31972,31972,31972,19183.2,4,4,4,2.4
11195,11195,58127,11410.2,6,6,20,5.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
18953,18953,18953,11371.8,3,3,3,1.7999999999999998
90091,90091,183021,63347.6,23,23,49,16.4
0,0,48510,4851.0,0,0,8,0.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,22361,2236.1,0,0,3,0.30000000000000004
0,0,47287,4728.7,0,0,4,0.4
15953,15953,15953,9571.8,2,2,2,1.2
14198,14198,28705,9969.5,2,2,4,1.4
14198,14198,28705,9969.5,2,2,4,1.4
0,0,23902,2390.2000000000003,0,0,4,0.4
0,0,60190,6019.0,0,0,11,1.1
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
16134,16134,16134,9680.4,2,2,2,1.2
3588,3588,30066,4800.6,2,2,4,1.4
0,0,41793,4179.3,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,28779,2877.9,0,0,4,0.4
13000,13000,25934,9093.4,1,1,2,0.7
13000,13000,25934,9093.4,1,1,2,0.7
0,0,30444,3044.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
2777,2777,75864,8974.900000000001,2,2,10,2.0
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
15124,15124,30916,10653.6,3,3,9,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
26324,26324,39324,17094.4,2,2,3,1.3
0,0,29256,2925.6000000000004,0,0,4,0.4
0,0,23634,2363.4,0,0,4,0.4
0,0,23634,2363.4,0,0,4,0.4
0,0,54493,5449.3,0,0,6,0.6000000000000001
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
15260,15260,15260,9156.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29347,2934.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
29498,29498,29498,17698.8,4,4,4,2.4
0,0,23902,2390.2000000000003,0,0,4,0.4
27154,27154,27154,16292.4,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29658,2965.8,0,0,5,0.5
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,28597,2859.7000000000003,0,0,4,0.4
12934,12934,26324,9099.4,1,1,2,0.7
0,0,65084,6508.400000000001,0,0,6,0.6000000000000001
0,0,65084,6508.400000000001,0,0,6,0.6000000000000001
0,0,31583,3158.3,0,0,4,0.4
27475,27475,60637,19801.2,4,4,11,3.1
27475,27475,60637,19801.2,4,4,11,3.1
0,0,28043,2804.3,0,0,3,0.30000000000000004
18647,18647,18647,11188.199999999999,3,3,3,1.7999999999999998
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
16651,16651,16651,9990.6,3,3,3,1.7999999999999998
15127,15127,15127,9076.199999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,14479,1447.9,0,0,2,0.2
10867,10867,79118,13345.3,1,1,9,1.4
12934,12934,28547,9321.7,1,1,4,0.9
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
12850,12850,12850,7710.0,2,2,2,1.2
0,0,13088,1308.8000000000002,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
22785,22785,23902,13782.7,3,3,4,1.9
0,0,0,0.0,0,0,0,0.0
13000,13000,25934,9093.4,1,1,2,0.7
0,0,27834,2783.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
12934,12934,12934,7760.4,1,1,1,0.6
9855,9855,48036,9731.1,2,2,9,1.9
9855,9855,48036,9731.1,2,2,9,1.9
9855,9855,48036,9731.1,2,2,9,1.9
0,0,0,0.0,0,0,0,0.0
79434,79434,105456,50262.6,6,6,8,3.8
0,0,0,0.0,0,0,0,0.0
13816,13816,13816,8289.6,2,2,2,1.2
13390,13390,39868,10681.8,1,1,3,0.8
0,0,0,0.0,0,0,0,0.0
26478,26478,65890,19828.0,2,2,5,1.5
0,0,0,0.0,0,0,0,0.0
21675,21675,34063,14243.8,2,2,6,1.6
21675,21675,34063,14243.8,2,2,6,1.6
0,0,26478,2647.8,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
15762,15762,31583,11039.3,2,2,4,1.4
0,0,10808,1080.8,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,66240,6624.0,0,0,8,0.8
0,0,14851,1485.1000000000001,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
19528,19528,46006,14364.599999999999,2,2,4,1.4
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
25309,25309,25309,15185.4,4,4,4,2.4
0,0,27860,2786.0,0,0,4,0.4
12548,12548,12548,7528.799999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,32672,3267.2000000000003,0,0,4,0.4
0,0,24544,2454.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,14339,1433.9,0,0,2,0.2
0,0,24204,2420.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,13948,1394.8000000000002,0,0,2,0.2
32483,32483,65855,22827.0,3,3,6,2.0999999999999996
25934,25934,39022,16869.2,2,2,3,1.3
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29302,2930.2000000000003,0,0,4,0.4
21357,21357,21357,12814.199999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13088,1308.8000000000002,0,0,1,0.1
14198,14198,26182,9717.199999999999,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,30738,3073.8,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,2626,262.6,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,23777,2377.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,24453,2445.3,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
17064,17064,34562,11988.2,2,2,4,1.4
21675,21675,86700,19507.5,2,2,8,1.8
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
34020,34020,34020,20412.0,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
12401,12401,44884,10688.9,2,2,5,1.5
14774,14774,14774,8864.4,3,3,3,1.7999999999999998
32483,32483,78545,24096.0,3,3,10,2.5
32483,32483,78545,24096.0,3,3,10,2.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
28734,28734,28734,17240.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,35936,3593.6000000000004,0,0,4,0.4
0,0,30037,3003.7000000000003,0,0,6,0.6000000000000001
0,0,30444,3044.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26118,2611.8,0,0,4,0.4
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,32438,3243.8,0,0,8,0.8
0,0,32527,3252.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25909,25909,44759,17430.4,11,11,23,7.8
0,0,0,0.0,0,0,0,0.0
0,0,23902,2390.2000000000003,0,0,4,0.4
10808,10808,21675,7571.5,1,1,2,0.7
0,0,13948,1394.8000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
15696,15696,46300,12478.0,3,3,7,2.1999999999999997
0,0,0,0.0,0,0,0,0.0
0,0,32672,3267.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,16634,1663.4,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,32494,3249.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
21675,21675,23783,13215.8,2,2,3,1.3
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,27640,2764.0,0,0,4,0.4
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
25359,25359,99951,22674.6,2,2,8,1.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
21675,21675,21675,13005.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
12045,12045,60021,12024.6,2,2,10,2.0
12045,12045,60021,12024.6,2,2,10,2.0
12045,12045,60021,12024.6,2,2,10,2.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
16134,16134,16134,9680.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13088,1308.8000000000002,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,12343,1234.3000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,12934,1293.4,0,0,1,0.1
0,0,12934,1293.4,0,0,1,0.1
29761,29761,39131,18793.6,4,4,8,2.8
13827,13827,13827,8296.199999999999,2,2,2,1.2
0,0,39832,3983.2000000000003,0,0,6,0.6000000000000001
0,0,39832,3983.2000000000003,0,0,6,0.6000000000000001
0,0,39832,3983.2000000000003,0,0,6,0.6000000000000001
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,10305,1030.5,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
10808,10808,10808,6484.8,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,28705,2870.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29444,2944.4,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
1364,1364,33012,3983.2000000000003,1,1,7,1.2000000000000002
0,0,24641,2464.1000000000004,0,0,4,0.4
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29072,2907.2000000000003,0,0,4,0.4
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25934,25934,104824,23449.4,2,2,8,1.8
25934,25934,104824,23449.4,2,2,8,1.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
7034,7034,32785,6795.5,7,7,13,4.800000000000001
0,0,30853,3085.3,0,0,5,0.5
0,0,30853,3085.3,0,0,5,0.5
25641,25641,25641,15384.599999999999,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
12934,12934,25934,9060.4,1,1,2,0.7
31972,31972,31972,19183.2,4,4,4,2.4
88613,88613,217429,66049.4,11,11,25,8.0
88613,88613,217429,66049.4,11,11,25,8.0
0,0,0,0.0,0,0,0,0.0
12172,12172,36575,9743.5,2,2,6,1.6
7780,7780,7780,4668.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,15154,1515.4,0,0,3,0.30000000000000004
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,11803,1180.3,0,0,2,0.2
0,0,23375,2337.5,0,0,4,0.4
12646,12646,12646,7587.599999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
10867,10867,21675,7601.0,1,1,2,0.7
58158,58158,81943,37273.299999999996,9,9,13,5.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,34562,3456.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
